ranking,id_cliente,segmento,perfil_risco,tipo_cliente,prioridade,score_gap_total,pl_brl,pct_offshore,pct_cdi,saldo_conta_global_usd,caixa_parado_usd,dias_sem_remessa,dolar_medio_compra,motivo_principal,cluster_nome,cluster
1210,G1114,Investidor,Conservador,PF,MODERADO,39.5,1779785.7,0.0648,0.4218,20042.93,5732.98,18,6.9376,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1211,G1308,Investidor,Arrojado,PF,MODERADO,39.5,3874982.69,0.0566,0.4656,20374.93,6699.1,94,4.8471,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1212,G0431,Qualificado,Conservador,PJ,MODERADO,39.5,194541.03,0.0967,0.6681,21496.95,7391.5,29,6.1744,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1213,G2215,Alta Renda,Arrojado,PF,MODERADO,39.5,17740421.49,0.1056,0.4127,68558.46,33348.45,19,5.3077,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
1214,G0089,Qualificado,Arrojado,PF,MODERADO,39.5,160622.08,0.0637,0.7347,12477.68,368.04,20,6.2449,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1215,G1588,Investidor,Moderado,PF,MODERADO,39.25,720380.98,0.0645,0.6318,64875.75,10713.54,20,5.5019,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1216,G2307,Alta Renda,Arrojado,PF,MODERADO,39.25,16290522.35,0.1822,0.5151,88363.72,29138.74,25,6.3137,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1217,G0479,Investidor,Conservador,PJ,MODERADO,39.25,1561561.92,0.0916,0.6882,54298.13,11155.46,56,4.9371,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1218,G2988,Wealth,Sofisticado,PJ,MODERADO,39.25,114310551.99,0.2018,0.3344,247055.17,120937.43,12,5.9789,Caixa parado na conta internacional,Alto Risco — CDI Excessivo,1
1219,G0475,Investidor,Moderado,PF,MODERADO,39.25,1211743.49,0.0467,0.5223,21835.09,1136.28,13,3.7704,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1220,G1642,Investidor,Moderado,PF,MODERADO,39.25,3018363.66,0.1803,0.5675,50485.87,9309.97,98,6.9482,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1221,G1834,Alta Renda,Sofisticado,PF,MODERADO,39.25,12735185.85,0.1212,0.3625,183199.21,29835.12,21,6.8436,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
1222,G2198,Alta Renda,Arrojado,PJ,MODERADO,39.25,5000000.0,0.0839,0.4668,107583.33,47001.04,12,4.8388,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1223,G0830,Investidor,Moderado,PF,MODERADO,39.25,1403290.28,0.057,0.4265,26946.72,20374.72,83,3.5,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1224,G1913,Alta Renda,Moderado,PF,MODERADO,39.25,8176029.74,0.1752,0.4693,41044.67,13035.56,78,8.0,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1225,G1919,Alta Renda,Conservador,PJ,MODERADO,39.25,14648893.25,0.0926,0.3708,131853.97,13802.37,9,5.2573,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
1226,G0585,Investidor,Moderado,PF,MODERADO,39.25,1188287.81,0.1439,0.6057,70548.68,16093.79,89,5.7276,Concentração excessiva em CDI,Urgente — Grande Gap Offshore,0
1227,G0993,Investidor,Conservador,PF,MODERADO,39.0,1674450.59,0.1357,0.5279,77178.61,50082.26,34,4.4725,Caixa parado na conta internacional,Urgente — Grande Gap Offshore,0
1228,G1150,Investidor,Moderado,PF,MODERADO,39.0,3074799.64,0.0965,0.3849,40398.02,6055.68,139,4.8764,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1229,G1632,Investidor,Moderado,PF,MODERADO,39.0,959430.21,0.0566,0.6527,35311.9,3627.49,47,4.7159,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1230,G0791,Investidor,Conservador,PF,MODERADO,39.0,795483.44,0.0805,0.5289,25777.82,5329.9,46,5.2381,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1231,G1587,Investidor,Moderado,PF,MODERADO,39.0,1392583.45,0.1092,0.5012,12747.18,627.63,4,6.6837,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1232,G1282,Investidor,Moderado,PF,MODERADO,39.0,1505292.16,0.0494,0.4361,14811.39,5934.33,23,5.3301,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1233,G0868,Investidor,Moderado,PF,MODERADO,39.0,1328931.56,0.1175,0.5329,67756.54,19131.99,10,5.7455,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1234,G0674,Investidor,Moderado,PF,MODERADO,39.0,947726.26,0.0452,0.3491,19561.65,1946.86,4,5.4203,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1235,G1785,Investidor,Conservador,PF,MODERADO,39.0,1232262.95,0.0939,0.4111,64291.6,17676.01,32,4.729,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1236,G1554,Investidor,Moderado,PF,MODERADO,39.0,2128711.46,0.1579,0.3655,67585.71,27136.57,33,6.5712,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
1237,G0114,Qualificado,Conservador,PF,MODERADO,39.0,199091.28,0.1148,0.6259,42467.56,11102.28,11,5.1332,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1238,G0487,Investidor,Sofisticado,PF,MODERADO,39.0,3861908.0,0.0939,0.6312,41039.04,12110.67,8,6.4301,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1239,G1215,Investidor,Moderado,PF,MODERADO,39.0,1612683.8,0.1092,0.4934,135069.6,22379.52,17,5.5278,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1240,G2600,Alta Renda,Moderado,PJ,MODERADO,39.0,30000000.0,0.1046,0.1638,64407.37,5406.04,41,5.6147,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
1241,G0143,Qualificado,Conservador,PJ,MODERADO,39.0,319307.58,0.0531,0.5292,10000.0,2663.87,30,3.5,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1242,G1484,Investidor,Moderado,PF,MODERADO,38.75,2289959.34,0.0508,0.5933,104203.6,12537.77,14,4.2346,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1243,G1109,Investidor,Conservador,PF,MODERADO,38.75,5000000.0,0.0282,0.3508,48328.76,12774.84,20,3.7358,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1244,G2560,Alta Renda,Conservador,PF,MODERADO,38.75,16215012.45,0.1321,0.4729,74216.75,38860.14,153,4.4197,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1245,G2336,Alta Renda,Conservador,PJ,MODERADO,38.75,18687843.76,0.0526,0.4783,44799.98,1604.49,42,4.5784,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1246,G0130,Qualificado,Arrojado,PJ,MODERADO,38.75,183803.03,0.1064,0.7637,11644.16,2078.73,22,5.9558,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1247,G0328,Qualificado,Moderado,PF,MODERADO,38.75,308558.39,0.1764,0.6317,14360.51,9991.39,39,5.916,Concentração excessiva em CDI,Urgente — Grande Gap Offshore,0
1248,G2006,Alta Renda,Moderado,PF,MODERADO,38.75,12739944.08,0.1446,0.4159,151922.24,36927.73,24,7.6517,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1249,G0799,Investidor,Conservador,PF,MODERADO,38.75,1621294.84,0.064,0.4982,49220.92,12206.89,39,5.285,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1250,G1045,Investidor,Moderado,PF,MODERADO,38.75,646402.64,0.1211,0.6053,46228.44,14645.12,9,6.6716,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1251,G0870,Investidor,Conservador,PF,MODERADO,38.5,1805391.96,0.067,0.4002,36059.56,4945.68,25,6.1246,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1252,G2044,Alta Renda,Moderado,PF,MODERADO,38.5,14947698.73,0.1464,0.6261,56054.2,13623.83,16,5.4803,Concentração excessiva em CDI,Urgente — Grande Gap Offshore,0
1253,G0953,Investidor,Arrojado,PF,MODERADO,38.5,1359356.22,0.0577,0.3658,53046.47,3609.51,66,5.5418,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1254,G2452,Alta Renda,Moderado,PF,MODERADO,38.5,7383213.02,0.1735,0.27,106310.52,23287.76,185,6.2951,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
1255,G2687,Alta Renda,Sofisticado,PF,MODERADO,38.5,5000000.0,0.0835,0.4718,319881.92,61042.81,8,4.6094,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
1256,G1802,Alta Renda,Arrojado,PF,MODERADO,38.5,7869733.41,0.1176,0.4209,78577.07,30299.09,9,5.2104,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1257,G1543,Investidor,Moderado,PF,MODERADO,38.5,1206582.88,0.0913,0.5258,80714.02,16257.51,18,4.5964,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1258,G0872,Investidor,Arrojado,PF,MODERADO,38.5,500000.0,0.0684,0.4928,21111.92,11054.44,25,5.7344,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1259,G2878,Wealth,Arrojado,PF,MODERADO,38.5,64342644.46,0.1544,0.1889,1851219.47,384772.8,49,4.5995,Caixa parado na conta internacional,Alto Risco — CDI Excessivo,1
1260,G0578,Investidor,Arrojado,PF,MODERADO,38.5,960720.85,0.0508,0.3869,53038.84,15054.63,12,5.1038,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1261,G0307,Qualificado,Arrojado,PF,MODERADO,38.5,500000.0,0.0489,0.6335,10682.25,1085.7,21,4.6326,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1262,G2096,Alta Renda,Moderado,PF,MODERADO,38.5,14058265.08,0.0541,0.2781,36070.3,8951.85,54,5.4121,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1263,G0795,Investidor,Moderado,PJ,MODERADO,38.5,1543196.6,0.076,0.4468,26023.07,6427.97,33,4.7643,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1264,G0520,Investidor,Conservador,PF,MODERADO,38.5,2157316.36,0.0493,0.2747,129187.66,14741.38,25,4.8599,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
1265,G0242,Qualificado,Conservador,PF,MODERADO,38.5,223767.98,0.0414,0.6371,14377.3,2069.44,19,4.9999,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1266,G2242,Alta Renda,Moderado,PF,MODERADO,38.5,12596496.0,0.12,0.5025,55067.04,7289.85,22,4.2001,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1267,G0525,Investidor,Arrojado,PF,MODERADO,38.5,2106855.37,0.0371,0.259,23652.85,5359.92,14,4.6583,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
1268,G0831,Investidor,Moderado,PF,MODERADO,38.5,1242988.18,0.0591,0.6648,71856.6,12573.39,11,4.4525,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1269,G1376,Investidor,Moderado,PF,MODERADO,38.5,1367874.46,0.0544,0.2749,17760.44,5784.2,46,7.1607,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1270,G1431,Investidor,Moderado,PJ,MODERADO,38.25,3502828.45,0.1061,0.4236,34461.15,22352.88,10,5.4891,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1271,G1996,Alta Renda,Arrojado,PF,MODERADO,38.25,9971376.64,0.0663,0.2632,47955.05,2363.34,38,5.0853,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
1272,G0724,Investidor,Conservador,PF,MODERADO,38.25,2219116.78,0.0599,0.6217,26184.61,10429.31,36,4.5471,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1273,G1729,Investidor,Moderado,PF,MODERADO,38.25,509122.9,0.0814,0.3928,51748.94,18625.75,17,4.8365,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1274,G0360,Qualificado,Arrojado,PF,MODERADO,38.25,258127.38,0.0604,0.7207,12494.59,4614.61,8,5.0191,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1275,G1291,Investidor,Conservador,PF,MODERADO,38.25,1115333.48,0.0844,0.4875,38634.64,25307.97,18,5.1124,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1276,G0810,Investidor,Moderado,PF,MODERADO,38.25,2499781.36,0.0686,0.6523,34349.0,147.47,15,4.7847,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1277,G2432,Alta Renda,Conservador,PF,MODERADO,38.25,11918568.11,0.1077,0.3181,70147.44,16128.15,30,5.8531,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
1278,G0714,Investidor,Moderado,PF,MODERADO,38.25,949252.13,0.0865,0.364,113541.77,15747.08,69,5.3524,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1279,G0153,Qualificado,Moderado,PJ,MODERADO,38.25,284842.45,0.1049,0.5892,29040.95,8781.27,30,5.9892,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1280,G1630,Investidor,Moderado,PJ,MODERADO,38.25,4365807.06,0.1073,0.6304,31511.76,8560.98,6,5.2821,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1281,G1539,Investidor,Sofisticado,PF,MODERADO,38.25,750296.35,0.1171,0.3988,206849.48,47031.57,5,4.4001,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
1282,G2498,Alta Renda,Arrojado,PF,MODERADO,38.25,5000000.0,0.2122,0.333,135386.13,91470.15,45,8.0,Caixa parado na conta internacional,Alto Risco — CDI Excessivo,1
1283,G1791,Investidor,Moderado,PF,MODERADO,38.25,2224579.41,0.0997,0.4911,26194.49,8714.61,8,6.0914,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1284,G1887,Alta Renda,Moderado,PF,MODERADO,38.25,5000000.0,0.1539,0.5386,57538.91,42848.19,18,6.0473,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1285,G0841,Investidor,Conservador,PF,MODERADO,38.0,893647.67,0.0757,0.5457,39690.74,13222.58,21,5.0113,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1286,G0015,Qualificado,Conservador,PF,MODERADO,38.0,100000.0,0.1208,0.5443,27042.5,12914.93,22,6.4195,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1287,G0017,Qualificado,Arrojado,PF,MODERADO,38.0,118361.28,0.0503,0.6114,10000.0,1883.05,32,4.9688,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1288,G1439,Investidor,Arrojado,PF,MODERADO,38.0,3130221.41,0.113,0.3834,11648.65,2545.67,68,6.2287,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1289,G1449,Investidor,Moderado,PJ,MODERADO,38.0,3218419.02,0.1069,0.5782,26827.77,8912.74,44,5.1897,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1290,G1945,Alta Renda,Moderado,PF,MODERADO,38.0,10423339.57,0.1397,0.4151,128987.67,48370.12,42,4.0913,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
1291,G0721,Investidor,Moderado,PF,MODERADO,38.0,3137782.36,0.0799,0.6414,35107.65,6377.13,21,5.309,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1292,G1075,Investidor,Conservador,PF,MODERADO,38.0,905539.16,0.136,0.5243,87645.18,34518.4,6,5.9872,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1293,G1787,Investidor,Arrojado,PJ,MODERADO,38.0,2084161.04,0.1148,0.6924,52223.3,13716.17,15,4.8373,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1294,G0825,Investidor,Conservador,PF,MODERADO,38.0,525398.49,0.0697,0.6157,33516.81,4583.47,30,4.9815,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1295,G0798,Investidor,Moderado,PJ,MODERADO,38.0,3827014.89,0.0056,0.3473,13632.26,3698.52,21,4.6712,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1296,G1915,Alta Renda,Arrojado,PF,MODERADO,38.0,11764636.74,0.1634,0.4829,116672.52,66046.95,21,5.1566,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
1297,G2835,Wealth,Arrojado,PJ,MODERADO,38.0,76490064.03,0.2073,0.1473,855766.61,374603.5,7,6.5994,Caixa parado na conta internacional,Alto Risco — CDI Excessivo,1
1298,G1867,Alta Renda,Conservador,PF,MODERADO,38.0,5000000.0,0.0641,0.5604,40207.45,7969.89,4,4.9901,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1299,G0763,Investidor,Moderado,PF,MODERADO,38.0,2687234.72,0.0702,0.6183,13877.29,1266.38,16,5.5931,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1300,G0766,Investidor,Moderado,PF,MODERADO,38.0,1790565.11,0.0768,0.2397,65009.79,14734.05,23,5.7405,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
1301,G2830,Wealth,Arrojado,PF,MODERADO,38.0,79644721.87,0.2071,0.086,371986.93,171283.24,30,5.6943,Caixa parado na conta internacional,Alto Risco — CDI Excessivo,1
1302,G1647,Investidor,Arrojado,PF,MODERADO,38.0,1731853.1,0.0923,0.5679,100490.57,1593.44,18,6.71,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1303,G1214,Investidor,Conservador,PF,MODERADO,38.0,2711997.58,0.1002,0.4484,19382.9,6676.2,122,4.5977,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1304,G2289,Alta Renda,Conservador,PF,MODERADO,38.0,11737989.17,0.0236,0.3669,244358.47,7770.95,11,4.5549,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1305,G0955,Investidor,Moderado,PF,MODERADO,37.75,2947534.36,0.1006,0.5049,55497.68,9168.21,51,4.3701,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1306,G2439,Alta Renda,Arrojado,PF,MODERADO,37.75,26332467.42,0.1195,0.3274,47956.82,24813.72,23,5.6168,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
1307,G1171,Investidor,Arrojado,PF,MODERADO,37.75,3247963.59,0.104,0.4765,53775.29,9283.14,35,6.4143,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1308,G2429,Alta Renda,Moderado,PF,MODERADO,37.75,6366548.85,0.15,0.2395,159958.68,62463.91,54,6.6513,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
1309,G1606,Investidor,Moderado,PJ,MODERADO,37.75,1207701.36,0.1117,0.5388,33896.52,8474.08,33,4.0035,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1310,G1620,Investidor,Conservador,PF,MODERADO,37.75,1581248.97,0.1405,0.5155,38244.41,29024.7,122,4.9163,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1311,G2424,Alta Renda,Arrojado,PJ,MODERADO,37.75,5000000.0,0.0877,0.352,60635.28,21174.72,19,5.8828,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
1312,G2210,Alta Renda,Conservador,PF,MODERADO,37.75,6816077.21,0.067,0.2321,55278.04,8720.28,67,5.3674,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
1313,G1350,Investidor,Moderado,PJ,MODERADO,37.75,1429398.74,0.1122,0.514,11042.56,5953.99,10,5.9655,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1314,G0335,Qualificado,Conservador,PF,MODERADO,37.75,115458.03,0.074,0.5113,16177.77,3491.34,30,5.1761,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1315,G0948,Investidor,Arrojado,PF,MODERADO,37.75,729198.92,0.1085,0.503,56608.84,7706.95,9,5.7957,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1316,G2987,Wealth,Moderado,PF,MODERADO,37.75,50738002.79,0.1813,0.3529,698965.35,271738.92,8,4.3654,Caixa parado na conta internacional,Alto Risco — CDI Excessivo,1
1317,G0273,Qualificado,Arrojado,PF,MODERADO,37.75,500000.0,0.1272,0.6781,21311.17,15126.3,30,5.1985,Concentração excessiva em CDI,Urgente — Grande Gap Offshore,0
1318,G1444,Investidor,Conservador,PF,MODERADO,37.5,543340.11,0.1634,0.3724,33384.99,12161.08,136,5.8857,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1319,G2918,Wealth,Moderado,PF,MODERADO,37.5,213287310.02,0.2807,0.1095,1442941.83,1117475.97,12,6.8271,Caixa parado na conta internacional,Alto Risco — CDI Excessivo,1
1320,G0899,Investidor,Moderado,PF,MODERADO,37.5,2595926.21,0.0692,0.6652,46737.53,4292.49,14,5.2365,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1321,G0040,Qualificado,Moderado,PF,MODERADO,37.5,477100.93,0.0824,0.7511,11500.56,6041.1,56,5.637,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1322,G1175,Investidor,Moderado,PF,MODERADO,37.5,1055062.09,0.0527,0.4898,15932.03,4533.63,18,6.4816,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1323,G1451,Investidor,Arrojado,PF,MODERADO,37.5,1422303.58,0.1184,0.4056,52696.51,39000.13,50,4.43,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1324,G2366,Alta Renda,Arrojado,PJ,MODERADO,37.5,8573640.47,0.1339,0.3914,72272.94,6265.85,88,5.9311,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
1325,G1545,Investidor,Arrojado,PF,MODERADO,37.5,500000.0,0.0763,0.5647,18034.56,3354.82,14,4.7431,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1326,G0327,Qualificado,Conservador,PF,MODERADO,37.5,122739.46,0.0447,0.6587,27337.73,1175.25,18,4.33,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1327,G0333,Qualificado,Conservador,PF,MODERADO,37.5,228737.44,0.0791,0.7752,16420.59,2904.04,22,6.0508,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1328,G2556,Alta Renda,Moderado,PJ,MODERADO,37.5,20720155.62,0.1297,0.3721,179545.45,52894.99,16,4.1764,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
1329,G1827,Alta Renda,Moderado,PF,MODERADO,37.5,13317841.72,0.0398,0.3802,151657.13,8636.31,9,4.6633,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1330,G1123,Investidor,Sofisticado,PF,MODERADO,37.5,836261.97,0.1078,0.6113,16953.34,4459.11,121,3.5,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1331,G2743,Alta Renda,Moderado,PF,MODERADO,37.5,10311769.35,0.1404,0.2616,553194.58,89026.9,63,3.5,Caixa parado na conta internacional,Alto Risco — CDI Excessivo,1
1332,G2547,Alta Renda,Sofisticado,PF,MODERADO,37.5,30000000.0,0.1055,0.3633,81237.83,21007.45,4,5.6542,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
1333,G2010,Alta Renda,Sofisticado,PF,MODERADO,37.25,14043184.54,0.1551,0.3748,369569.09,126495.58,19,4.2914,Caixa parado na conta internacional,Alto Risco — CDI Excessivo,1
1334,G1680,Investidor,Moderado,PF,MODERADO,37.25,733906.26,0.1187,0.5613,49396.06,16489.37,7,4.1271,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1335,G1566,Investidor,Arrojado,PF,MODERADO,37.25,5000000.0,0.0853,0.5814,46790.53,4733.12,70,5.2227,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1336,G0972,Investidor,Conservador,PF,MODERADO,37.25,2567719.09,0.0924,0.6424,52664.08,4028.66,55,4.2482,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1337,G1722,Investidor,Arrojado,PF,MODERADO,37.25,1078326.26,0.1051,0.5729,44344.13,9842.48,89,4.2456,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1338,G1241,Investidor,Conservador,PF,MODERADO,37.25,802028.31,0.091,0.589,31875.23,6346.64,73,4.5016,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1339,G2933,Wealth,Moderado,PF,MODERADO,37.25,30000000.0,0.1572,0.4556,44810.63,14643.21,39,6.7877,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1340,G0112,Qualificado,Moderado,PF,MODERADO,37.25,106380.16,0.1034,0.6319,12154.54,3680.33,27,5.9488,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1341,G2305,Alta Renda,Moderado,PF,MODERADO,37.25,30000000.0,0.0617,0.2105,105858.1,7365.57,15,6.2236,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
1342,G0502,Investidor,Moderado,PF,MODERADO,37.25,2229416.51,0.099,0.4032,68356.7,3072.31,73,6.7232,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1343,G0312,Qualificado,Conservador,PF,MODERADO,37.25,311860.68,0.0622,0.6682,10000.0,3295.29,8,5.078,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1344,G0179,Qualificado,Conservador,PF,MODERADO,37.25,159954.37,0.0504,0.6193,10744.37,272.24,38,5.2528,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1345,G1736,Investidor,Conservador,PF,MODERADO,37.25,3235397.01,0.0972,0.6003,10000.0,1200.76,11,5.8094,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1346,G1481,Investidor,Arrojado,PF,MODERADO,37.25,1945721.49,0.0555,0.2648,13945.66,8013.85,35,5.4657,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1347,G2072,Alta Renda,Moderado,PF,MODERADO,37.25,16995547.61,0.0825,0.2596,103630.73,41442.57,43,5.3496,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
1348,G1217,Investidor,Moderado,PF,MODERADO,37.25,1360390.31,0.1105,0.3714,125243.42,20639.22,51,4.2705,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
1349,G1889,Alta Renda,Arrojado,PJ,MODERADO,37.0,12646080.27,0.1449,0.3106,188453.98,86640.63,27,5.819,Caixa parado na conta internacional,Alto Risco — CDI Excessivo,1
1350,G2576,Alta Renda,Moderado,PF,MODERADO,37.0,16945697.76,0.1601,0.4714,62364.91,24664.96,102,5.1558,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1351,G0391,Qualificado,Moderado,PF,MODERADO,37.0,305012.77,0.0959,0.7891,16165.33,1333.78,40,5.7394,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1352,G2011,Alta Renda,Arrojado,PF,MODERADO,37.0,9836524.01,0.2309,0.4261,97212.6,66724.94,66,5.9848,Caixa parado na conta internacional,Alto Risco — CDI Excessivo,1
1353,G0414,Qualificado,Conservador,PF,MODERADO,37.0,100000.0,0.0682,0.615,50325.94,1389.26,12,6.8949,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1354,G2075,Alta Renda,Arrojado,PF,MODERADO,37.0,26163016.44,0.1412,0.2299,607799.23,182467.29,41,4.7409,Caixa parado na conta internacional,Alto Risco — CDI Excessivo,1
