Rank,ID,Segmento,Perfil,Tipo,Prioridade,Score,PL (R$),% Offshore,% CDI,Saldo Global (USD),Caixa Parado (USD),Dias s/Remessa,Dólar Médio (R$),Motivo Principal,Perfil Comportamental
299,G0467,Investidor,Moderado,PF,ALTO,58.75,2213103.13,0.0,0.7112,21095.88,5546.79,56,3.9014,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
300,G1412,Investidor,Moderado,PF,ALTO,58.75,1567595.63,0.0371,0.5585,69928.91,38916.8,63,4.0319,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
301,G1091,Investidor,Conservador,PF,ALTO,58.75,4393496.48,0.0,0.6508,47913.11,12297.13,8,4.6025,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
302,G0417,Qualificado,Arrojado,PF,ALTO,58.75,219549.51,0.0092,0.7026,11598.83,3686.08,14,5.0414,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
303,G0593,Investidor,Conservador,PF,ALTO,58.75,740269.31,0.0,0.4995,20050.39,12513.65,48,5.1827,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
304,G1782,Investidor,Moderado,PF,ALTO,58.75,1954011.09,0.0,0.473,13819.06,609.81,52,5.7852,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
305,G2166,Alta Renda,Conservador,PF,ALTO,58.75,10577392.36,0.0642,0.4369,762802.43,208918.9,37,8.0,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
306,G0737,Investidor,Moderado,PF,ALTO,58.75,1710052.27,0.0,0.4846,20576.21,10154.84,10,6.4649,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
307,G1060,Investidor,Conservador,PJ,ALTO,58.75,3320363.15,0.0162,0.6391,10000.0,2032.27,54,6.1833,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
308,G0308,Qualificado,Conservador,PF,ALTO,58.75,179870.02,0.0167,0.6404,25832.63,7394.78,33,6.0897,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
309,G2402,Alta Renda,Moderado,PF,ALTO,58.75,8459789.91,0.0943,0.5395,124227.34,94938.35,32,5.934,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
310,G2107,Alta Renda,Conservador,PF,ALTO,58.75,14688947.76,0.0,0.5972,77086.8,17917.73,14,3.5,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
311,G0817,Investidor,Arrojado,PF,ALTO,58.5,1368392.04,0.0309,0.548,28669.14,11603.09,155,6.1945,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
312,G0348,Qualificado,Conservador,PF,ALTO,58.5,158251.28,0.0,0.6704,14460.5,2277.61,65,4.844,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
313,G2993,Wealth,Moderado,PF,ALTO,58.5,118898776.22,0.0,0.0714,281426.33,63800.01,28,4.6769,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo
314,G0550,Investidor,Moderado,PF,ALTO,58.5,1343603.55,0.0116,0.0819,73706.34,21780.21,32,5.7811,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
315,G1279,Investidor,Moderado,PF,ALTO,58.5,2845131.6,0.0,0.4897,55586.01,9392.32,39,4.9432,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
316,G1677,Investidor,Conservador,PF,ALTO,58.5,1782563.03,0.0,0.5288,62068.76,9214.74,19,5.8683,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
317,G0558,Investidor,Moderado,PJ,ALTO,58.5,2003773.43,0.0136,0.5198,96335.4,36944.93,83,4.4113,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
318,G2751,Alta Renda,Arrojado,PF,ALTO,58.5,5000000.0,0.075,0.4075,252968.55,57630.33,33,7.0003,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
319,G0176,Qualificado,Moderado,PF,ALTO,58.5,500000.0,0.0035,0.7433,10000.0,4383.83,84,3.8863,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
320,G2275,Alta Renda,Arrojado,PF,ALTO,58.5,10433669.04,0.0238,0.4115,109630.76,64022.89,12,3.9404,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
321,G2199,Alta Renda,Moderado,PF,ALTO,58.5,5000000.0,0.1286,0.5847,259435.91,150333.75,62,6.675,Caixa parado na conta internacional,Urgente — Grande Gap Offshore
322,G2027,Alta Renda,Moderado,PF,ALTO,58.5,12491070.31,0.0,0.4611,37356.42,13085.1,56,4.3027,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
323,G1442,Investidor,Moderado,PF,ALTO,58.5,2205778.06,0.0,0.3637,63747.56,6944.12,51,6.1873,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
324,G1416,Investidor,Moderado,PJ,ALTO,58.5,1434600.1,0.0,0.489,79032.09,6879.79,39,4.8494,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
325,G0080,Qualificado,Conservador,PF,ALTO,58.5,212373.78,0.0368,0.5935,16679.64,8845.97,30,6.5584,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
326,G0355,Qualificado,Conservador,PJ,ALTO,58.5,262538.72,0.0,0.8372,16252.34,1912.79,29,5.2704,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
327,G0752,Investidor,Moderado,PF,ALTO,58.5,3875063.28,0.0,0.6477,27509.81,2735.0,19,3.5145,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
328,G0854,Investidor,Conservador,PF,ALTO,58.5,2748129.22,0.0096,0.5797,23766.71,7217.73,11,6.2448,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
329,G0971,Investidor,Conservador,PF,ALTO,58.25,4983432.5,0.0005,0.581,57840.53,23116.01,18,5.0836,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
330,G2705,Alta Renda,Arrojado,PF,ALTO,58.25,8712051.97,0.0127,0.4035,185391.78,21377.18,49,6.0712,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
331,G2265,Alta Renda,Moderado,PF,ALTO,58.25,16218049.59,0.0,0.4159,205742.61,27112.44,26,5.2588,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
332,G1030,Investidor,Arrojado,PF,ALTO,58.25,1177834.17,0.0,0.5407,104305.92,26482.57,41,5.1907,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
333,G0818,Investidor,Moderado,PF,ALTO,58.25,3981038.15,0.0,0.4205,40348.51,20413.24,20,3.8461,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
334,G0085,Qualificado,Conservador,PF,ALTO,58.25,201264.28,0.0,0.5975,15352.8,4310.78,39,4.4493,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
335,G1901,Alta Renda,Moderado,PF,ALTO,58.25,9199708.05,0.0499,0.2891,119553.52,56194.43,65,6.8526,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
336,G0662,Investidor,Conservador,PF,ALTO,58.25,1698892.61,0.0,0.6654,88179.82,7180.99,30,4.6336,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
337,G1050,Investidor,Moderado,PF,ALTO,58.25,500000.0,0.0,0.536,55597.34,22493.44,19,4.1611,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
338,G0588,Investidor,Conservador,PF,ALTO,58.25,1376648.54,0.0008,0.8724,88573.46,2460.75,3,5.3785,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
339,G1657,Investidor,Arrojado,PF,ALTO,58.25,1245183.84,0.0,0.5318,75532.51,21907.01,8,6.9902,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
340,G0090,Qualificado,Moderado,PF,ALTO,58.0,100000.0,0.0088,0.7116,31577.86,4589.09,37,4.7712,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
341,G2127,Alta Renda,Conservador,PF,ALTO,58.0,5034508.06,0.0,0.2571,49278.55,18451.85,8,5.9778,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
342,G0271,Qualificado,Moderado,PF,ALTO,58.0,168516.65,0.0203,0.7578,11607.14,2171.58,38,6.1435,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
343,G0079,Qualificado,Arrojado,PF,ALTO,58.0,154613.8,0.0241,0.7193,10000.0,5477.53,24,7.6552,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
344,G1195,Investidor,Sofisticado,PF,ALTO,58.0,915512.64,0.0,0.5255,49386.35,12273.42,18,6.8886,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
345,G1656,Investidor,Conservador,PF,ALTO,58.0,1137797.24,0.0111,0.5616,27859.75,11962.28,55,5.9015,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
346,G2335,Alta Renda,Conservador,PJ,ALTO,58.0,25857063.33,0.0295,0.4492,152882.02,40123.66,41,5.1091,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
347,G2387,Alta Renda,Moderado,PJ,ALTO,58.0,5008480.62,0.0084,0.4809,107854.94,40701.28,15,6.4632,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
348,G1061,Investidor,Moderado,PF,ALTO,58.0,1520477.79,0.0,0.5514,18544.41,2811.32,16,5.6257,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
349,G0044,Qualificado,Conservador,PF,ALTO,58.0,127862.14,0.0,0.5972,20899.03,2901.48,41,4.5294,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
350,G0785,Investidor,Moderado,PF,ALTO,58.0,695844.61,0.0364,0.662,59582.76,29219.28,18,5.182,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
351,G1646,Investidor,Conservador,PF,ALTO,57.75,1168225.83,0.0,0.2884,64309.55,2594.79,15,5.9566,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
352,G0156,Qualificado,Moderado,PF,ALTO,57.75,137177.4,0.0,0.6662,12564.82,3134.27,18,4.9649,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
353,G1581,Investidor,Conservador,PJ,ALTO,57.75,2881910.73,0.0,0.6485,10143.26,474.75,13,5.0131,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
354,G1917,Alta Renda,Conservador,PF,ALTO,57.75,11471219.29,0.0,0.3923,189343.64,14464.55,12,5.4285,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
355,G0095,Qualificado,Moderado,PF,ALTO,57.75,202418.24,0.0,0.5118,10000.0,2002.91,20,6.7594,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
356,G0243,Qualificado,Conservador,PF,ALTO,57.75,219114.14,0.0,0.6449,10000.0,3318.61,8,4.7741,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
357,G0260,Qualificado,Conservador,PF,ALTO,57.75,476475.86,0.005,0.7548,11902.98,1717.92,16,5.7599,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
358,G0236,Qualificado,Conservador,PF,ALTO,57.75,448839.53,0.0,0.6384,18436.78,4066.35,16,4.3525,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
359,G0756,Investidor,Conservador,PF,ALTO,57.75,3726309.51,0.0,0.6632,26606.99,4259.96,18,5.0175,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
360,G0082,Qualificado,Moderado,PF,ALTO,57.5,100000.0,0.0162,0.7311,38270.39,7791.75,51,3.5,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
361,G1508,Investidor,Moderado,PF,ALTO,57.5,701952.85,0.0054,0.2841,46024.59,15236.36,14,8.0,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
362,G0556,Investidor,Moderado,PF,ALTO,57.5,2114653.05,0.0,0.5315,24335.78,13546.21,20,5.5679,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
363,G0394,Qualificado,Conservador,PF,ALTO,57.5,275117.8,0.0,0.4671,12081.19,3237.59,37,4.995,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
364,G2147,Alta Renda,Arrojado,PJ,ALTO,57.5,7904418.39,0.0,0.3009,193947.01,87214.49,30,3.5245,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
365,G1572,Investidor,Moderado,PF,ALTO,57.5,3088750.95,0.0,0.5894,30286.88,3165.19,84,4.3679,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
366,G2516,Alta Renda,Moderado,PF,ALTO,57.5,10556925.18,0.0,0.6422,127633.27,2309.88,18,3.7698,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
367,G2665,Alta Renda,Arrojado,PF,ALTO,57.5,12512791.77,0.0414,0.5179,187388.8,103653.62,5,5.1592,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
368,G0193,Qualificado,Conservador,PJ,ALTO,57.5,500000.0,0.0,0.48,17199.89,5687.4,14,5.6551,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
369,G0110,Qualificado,Conservador,PF,ALTO,57.25,100000.0,0.0,0.7305,16029.21,2610.37,15,4.1688,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
370,G2725,Alta Renda,Moderado,PF,ALTO,57.25,9884091.27,0.0321,0.5784,89139.53,40687.38,11,6.2106,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
371,G2261,Alta Renda,Conservador,PF,ALTO,57.25,8167686.83,0.1043,0.3599,164058.17,87654.17,37,6.7306,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
372,G2188,Alta Renda,Arrojado,PF,ALTO,57.25,6286189.48,0.0,0.3552,170380.83,29987.21,15,6.0001,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
373,G0966,Investidor,Conservador,PF,ALTO,57.25,4040047.24,0.0143,0.6713,23284.5,5821.44,46,5.4397,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
374,G1006,Investidor,Arrojado,PF,ALTO,57.25,2261344.84,0.0039,0.6076,50730.95,13818.81,20,5.5879,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
375,G0302,Qualificado,Moderado,PJ,ALTO,57.25,500000.0,0.0222,0.7423,10000.0,3126.47,36,6.079,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
376,G0265,Qualificado,Conservador,PJ,ALTO,57.25,172851.55,0.0,0.7353,14776.03,2050.02,2,4.8656,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
377,G0989,Investidor,Moderado,PF,ALTO,57.0,2003441.25,0.0302,0.6198,10667.85,5092.46,138,5.8263,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
378,G0246,Qualificado,Moderado,PF,ALTO,57.0,175670.23,0.0,0.6428,19512.67,2619.47,23,5.6357,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
379,G2033,Alta Renda,Arrojado,PF,ALTO,57.0,7310694.4,0.0651,0.4578,89702.7,17416.58,101,7.5635,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
380,G2022,Alta Renda,Moderado,PF,ALTO,57.0,17243077.49,0.0349,0.4458,288104.63,66595.91,31,5.5094,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
381,G0398,Qualificado,Moderado,PF,ALTO,57.0,100000.0,0.0022,0.762,12780.5,6422.77,31,3.7885,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
382,G2410,Alta Renda,Moderado,PF,ALTO,57.0,17790187.1,0.0914,0.4361,941698.66,306199.45,33,6.1502,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo
383,G0528,Investidor,Conservador,PJ,ALTO,57.0,500000.0,0.0316,0.5851,48863.2,17667.12,30,4.8663,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
384,G0364,Qualificado,Moderado,PF,ALTO,57.0,209156.06,0.0039,0.6345,13033.0,3290.47,21,5.1138,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
385,G1808,Alta Renda,Arrojado,PF,ALTO,57.0,23459613.76,0.0,0.1332,100168.14,31264.63,13,5.5342,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo
386,G2487,Alta Renda,Moderado,PF,ALTO,57.0,6113708.84,0.0,0.4912,50102.99,19205.68,64,4.3473,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
387,G1826,Alta Renda,Conservador,PF,ALTO,56.75,5000000.0,0.0017,0.5266,271093.32,113593.51,8,4.1632,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
388,G2905,Wealth,Arrojado,PF,ALTO,56.75,44086788.58,0.0887,0.5188,973919.39,115331.82,63,4.6066,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
389,G0087,Qualificado,Arrojado,PF,ALTO,56.75,169803.53,0.0126,0.6828,16633.4,3662.56,60,5.8498,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
390,G0331,Qualificado,Conservador,PF,ALTO,56.75,147254.36,0.0131,0.785,19603.52,4464.39,20,6.1682,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
391,G0224,Qualificado,Moderado,PJ,ALTO,56.75,101895.12,0.0099,0.5514,10000.0,2524.08,32,6.0113,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
392,G0463,Investidor,Arrojado,PF,ALTO,56.5,1519417.48,0.0,0.68,23955.99,6435.03,4,6.1315,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
393,G1986,Alta Renda,Moderado,PF,ALTO,56.5,7686881.51,0.0229,0.3922,17455.42,12191.81,119,4.3844,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
394,G0504,Investidor,Moderado,PF,ALTO,56.5,724781.54,0.0412,0.5338,55274.77,18920.22,20,8.0,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
395,G2054,Alta Renda,Arrojado,PF,ALTO,56.5,9221208.9,0.0,0.3089,67413.42,44301.66,16,7.219,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
396,G1629,Investidor,Moderado,PF,ALTO,56.5,1409219.39,0.0,0.6239,10000.0,5541.84,18,4.1948,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
397,G2548,Alta Renda,Arrojado,PF,ALTO,56.5,10813601.07,0.0,0.5814,147938.53,44006.76,43,4.9337,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
398,G0173,Qualificado,Conservador,PF,ALTO,56.5,138791.0,0.0,0.4716,15864.98,3388.91,46,3.8501,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
399,G0320,Qualificado,Moderado,PF,ALTO,56.5,307514.5,0.0077,0.662,32340.29,8701.36,11,5.8412,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
400,G1262,Investidor,Sofisticado,PJ,ALTO,56.25,3125675.27,0.0,0.5815,21179.41,4088.62,11,6.0622,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
401,G0430,Qualificado,Arrojado,PF,ALTO,56.25,240066.24,0.0,0.6313,14905.85,758.09,167,5.0883,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
402,G1650,Investidor,Conservador,PJ,ALTO,56.25,1333671.95,0.0,0.4555,37773.66,3606.45,39,4.6194,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
403,G0844,Investidor,Moderado,PF,ALTO,56.25,764594.16,0.0424,0.5487,69254.74,20306.8,14,6.2535,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
404,G0054,Qualificado,Moderado,PJ,ALTO,56.25,140134.12,0.0107,0.6013,26145.58,6739.45,15,5.7296,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
405,G2500,Alta Renda,Arrojado,PF,ALTO,56.25,11073250.46,0.0411,0.5875,45426.2,14547.39,19,6.542,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
406,G2021,Alta Renda,Conservador,PF,ALTO,56.25,11496329.29,0.0385,0.5417,187021.55,72065.57,46,3.9343,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
407,G0771,Investidor,Moderado,PF,ALTO,56.25,3127950.14,0.0011,0.6594,27054.9,6926.04,95,4.7877,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
408,G0403,Qualificado,Arrojado,PF,ALTO,56.25,230740.76,0.0086,0.625,10000.0,1119.81,19,6.1677,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
409,G0393,Qualificado,Conservador,PF,ALTO,56.25,100000.0,0.0,0.7194,33054.09,2841.86,5,4.751,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
410,G2598,Alta Renda,Arrojado,PF,ALTO,56.25,6554488.05,0.0402,0.4546,89168.47,13184.01,68,6.277,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
411,G0646,Investidor,Moderado,PF,ALTO,56.25,3799627.33,0.0437,0.6004,36729.35,20378.72,20,6.0113,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
412,G2189,Alta Renda,Conservador,PF,ALTO,56.25,11538217.49,0.0,0.4275,79808.71,5033.37,25,5.8014,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
413,G0944,Investidor,Arrojado,PF,ALTO,56.0,935924.61,0.029,0.7221,23319.49,1048.73,73,5.1643,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
414,G1500,Investidor,Moderado,PF,ALTO,56.0,822463.51,0.0178,0.4934,38276.47,13568.47,23,7.3853,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
415,G1941,Alta Renda,Moderado,PJ,ALTO,56.0,27550819.69,0.0,0.4024,144458.77,15899.45,23,3.8852,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
416,G1070,Investidor,Moderado,PF,ALTO,56.0,1212845.89,0.0043,0.5335,17774.99,6781.05,51,5.4373,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
417,G1754,Investidor,Moderado,PF,ALTO,56.0,2803088.21,0.0005,0.6701,53990.13,7171.54,28,5.0684,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
418,G1723,Investidor,Arrojado,PF,ALTO,56.0,500000.0,0.0492,0.7466,26644.45,14230.22,84,5.0012,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
419,G0705,Investidor,Arrojado,PF,ALTO,56.0,500000.0,0.0415,0.4167,20963.06,14494.66,40,6.414,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
420,G2178,Alta Renda,Conservador,PF,ALTO,56.0,5335478.39,0.0225,0.3941,109508.31,28477.62,32,5.1601,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
421,G1796,Investidor,Moderado,PF,ALTO,56.0,1302614.26,0.0,0.639,20164.94,3961.51,57,4.1944,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
422,G2330,Alta Renda,Sofisticado,PF,ALTO,56.0,5000000.0,0.0,0.5182,229837.19,21089.32,85,4.6329,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
423,G0411,Qualificado,Arrojado,PF,ALTO,56.0,359401.37,0.0,0.504,19378.42,4853.79,22,6.7046,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
424,G0021,Qualificado,Conservador,PF,ALTO,55.75,500000.0,0.0,0.5663,10000.0,2481.42,8,5.3713,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
425,G1544,Investidor,Moderado,PF,ALTO,55.75,1266541.35,0.0034,0.4801,40039.2,17520.1,8,5.4948,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
426,G0325,Qualificado,Conservador,PF,ALTO,55.75,100000.0,0.0438,0.6854,31836.68,8457.27,2,7.2121,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
427,G2405,Alta Renda,Moderado,PF,ALTO,55.75,5000000.0,0.032,0.3886,96918.93,56258.54,7,6.1099,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
428,G0586,Investidor,Moderado,PJ,ALTO,55.75,2868316.64,0.0045,0.0992,51096.3,34837.57,60,3.9524,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
429,G2094,Alta Renda,Moderado,PF,ALTO,55.75,7800371.71,0.0026,0.4477,94593.35,22505.03,10,6.1039,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
430,G2550,Alta Renda,Arrojado,PF,ALTO,55.5,6639970.24,0.0179,0.6606,64406.15,10540.55,57,5.5361,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
431,G1645,Investidor,Arrojado,PF,ALTO,55.5,2384696.7,0.0045,0.5578,10000.0,6152.97,9,6.316,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
432,G1928,Alta Renda,Arrojado,PF,ALTO,55.5,7667435.78,0.0,0.4103,296481.36,69791.24,15,4.6016,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
433,G1534,Investidor,Arrojado,PF,ALTO,55.5,1279439.0,0.0289,0.5771,20604.06,5099.53,68,5.7022,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
434,G0857,Investidor,Moderado,PF,ALTO,55.5,1361429.94,0.0,0.5693,36813.93,4352.71,14,4.9277,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
435,G0126,Qualificado,Moderado,PF,ALTO,55.5,281217.78,0.0,0.5449,10000.0,5247.28,32,3.7287,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
436,G0801,Investidor,Conservador,PF,ALTO,55.5,3410640.84,0.0,0.6325,24964.8,3012.3,26,4.86,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
437,G0443,Qualificado,Moderado,PF,ALTO,55.5,273985.54,0.0,0.5795,21242.17,2668.67,5,4.6798,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
438,G2430,Alta Renda,Conservador,PF,ALTO,55.5,5000000.0,0.0,0.5552,36055.95,2304.8,13,4.036,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
439,G2746,Alta Renda,Moderado,PF,ALTO,55.5,14393227.98,0.0027,0.5466,244922.95,41499.11,15,5.1377,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
440,G2526,Alta Renda,Conservador,PF,ALTO,55.5,20044132.02,0.0,0.5337,32993.92,3725.85,48,5.0637,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
441,G2636,Alta Renda,Arrojado,PF,ALTO,55.5,8134723.4,0.0,0.4931,105108.17,30826.43,17,5.0522,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
442,G1437,Investidor,Moderado,PF,ALTO,55.5,1256496.56,0.0,0.6985,24693.69,4675.69,24,4.6261,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
443,G1260,Investidor,Arrojado,PJ,ALTO,55.5,1482133.97,0.0394,0.5045,51574.43,5849.97,91,5.9545,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
444,G1596,Investidor,Conservador,PF,ALTO,55.5,1217443.62,0.0,0.5782,72367.93,4694.71,20,4.3617,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
445,G0517,Investidor,Sofisticado,PF,ALTO,55.25,941084.07,0.0,0.6981,42096.37,3109.82,19,6.4348,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
446,G2497,Alta Renda,Moderado,PF,ALTO,55.25,7052469.11,0.0,0.4098,90918.44,6279.7,56,4.7253,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
447,G2922,Wealth,Arrojado,PF,ALTO,55.25,79356369.7,0.1959,0.3866,831255.46,403967.51,42,7.7943,Caixa parado na conta internacional,Alto Risco — CDI Excessivo
448,G0204,Qualificado,Conservador,PF,ALTO,55.25,293173.2,0.0332,0.7047,33716.97,6363.38,100,5.1283,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
449,G1737,Investidor,Moderado,PF,ALTO,55.25,948936.69,0.0,0.4984,21245.55,5242.45,4,5.4522,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
450,G1256,Investidor,Conservador,PF,ALTO,55.25,1151595.69,0.0,0.5305,19895.54,1682.56,16,5.4268,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
